,date,temperature,overall_score,composition_score,revitalization_score,duration_score,deep_sleep_in_minutes,resting_heart_rate,restlessness,bpm
260,2022-01-23,-1.9276375650810231,85,22,18,45,95,59,0.0842191332788225,68.24365808823529
261,2022-06-02,-2.5867955084888465,66,16,15,35,40,55,0.0909090909090909,57.86338797814208
262,2022-06-02,-2.5867955084888465,66,16,15,35,40,55,0.0909090909090909,67.57495385213252
263,2022-06-16,-2.124997838317693,69,21,13,35,81,56,0.1008991008991009,56.920924574209245
264,2022-06-16,-2.124997838317693,69,21,13,35,81,56,0.1008991008991009,71.36747343565526
265,2022-06-17,-2.1913770091041935,78,21,22,35,72,58,0.0687830687830687,77.28633405639913
266,2022-06-17,-2.1913770091041935,78,21,22,35,72,58,0.0687830687830687,73.74522954846023
267,2022-06-03,-1.4467091149937228,81,20,20,41,88,57,0.0785935884177869,63.215581643543224
268,2022-06-03,-1.4467091149937228,81,20,20,41,88,57,0.0785935884177869,62.86417573796214
269,2022-01-22,-1.39072513380828,86,23,17,46,111,59,0.0612612612612612,64.84418145956607
270,2022-01-22,-1.39072513380828,86,23,17,46,111,59,0.0612612612612612,67.07784106319501
271,2022-04-12,-1.7825687709025042,74,21,18,35,60,56,0.0692737430167597,62.82627314814815
272,2022-04-12,-1.7825687709025042,74,21,18,35,60,56,0.0692737430167597,63.77091633466136
273,2022-04-06,-3.3118815009874925,71,17,14,40,66,58,0.0849150849150849,72.12613047148197
274,2022-04-06,-3.3118815009874925,71,17,14,40,66,58,0.0849150849150849,76.475
275,2022-03-27,-1.230610546664921,69,17,19,33,95,58,0.0992438563327032,67.03131857171354
276,2022-03-27,-1.230610546664921,69,17,19,33,95,58,0.0992438563327032,59.41423570595099
277,2022-04-02,-2.8599820909865254,69,18,15,36,109,57,0.071504802561366,68.42866607773851
278,2022-04-02,-2.8599820909865254,69,18,15,36,109,57,0.071504802561366,61.302645502645504
279,2022-04-16,-2.3302065545064594,85,22,21,42,89,56,0.0770031217481789,67.052163093415
280,2022-04-16,-2.3302065545064594,85,22,21,42,89,56,0.0770031217481789,61.625
281,2022-03-23,-1.6620981597346622,83,22,21,40,103,58,0.0834105653382761,66.11311258278145
282,2022-03-23,-1.6620981597346622,83,22,21,40,103,58,0.0834105653382761,61.857142857142854
283,2022-06-07,-1.3669989632605497,75,19,19,37,74,55,0.0596379126730564,60.95087001023541
284,2022-06-07,-1.3669989632605497,75,19,19,37,74,55,0.0596379126730564,63.14748403003474
285,2022-06-13,-2.986431451612904,76,21,18,37,54,53,0.0796555435952637,64.35715001503156
286,2022-06-13,-2.986431451612904,76,21,18,37,54,53,0.0796555435952637,61.082375478927204
